Чикатило (2021 - 2022),"драма, детектив","
«Чикатило» — новый российский сериал, повествующий о жизни скандально известного серийного убийцы Андрея Чикатило, который наводил страх и ужас на жителей советской эпохи в течение многих лет. По словам создателей шоу, сюжет будет преимущественно сконцентрирован на психологическом портрете маньяка, который долгое время вел двойную жизнь. Днем он был примерным мужем и работником, а вечерами жестоко убивал детей. Режиссер сериала Сарик Андреасян пообещал, что по ходу развития событий ответит на самый важный вопрос: каким образом в голове обычного советского гражданина родился настоящий зверь, способный на дикие и жестокие вещи.
",https://www.kinoafisha.info/series/cikatilo/
Однажды в сказке (2011 - 2018),"драма, фэнтези, мелодрама","
Когда-то давным-давно существовала сказочная страна, где добро всегда побеждало зло, Землю наполняли маги, монстры и разнообразные волшебные существа. Они дошли до нас в виде историй, которые многим рассказывали в детстве. Вот только в них оказалось больше правды, чем вымысла. В Сторибруке, маленьком городке в Новой Англии, живут обычные люди, понятия не имея, кто они на самом деле. Проклятие королевы заманило их сюда, полностью стерло воспоминания и лишило надежды на счастливую жизнь.
",https://www.kinoafisha.info/series/once-upon-a-time/
Убийство на пляже (2013 - 2017),"драма, криминал, детектив","
«Убийство на пляже» — британский мини-сериал, снятый в жанре детектив. Производством шоу занимался телеканал iTV. Действие разворачивается в провинциальном городе, где происходит жестокое убийство ребенка. За расследование берутся только что вышедшая из декретного отпуска сержант Элли и инспектор Харди, который прибыл в город совсем недавно и никого еще не знает. Очень быстро становится понятно, что местные жители хранят миллионы темных секретов. Под подозрение главных героев падает не один, а сразу несколько человек. Но кто из них в действительности является убийцей?
",https://www.kinoafisha.info/series/broadchurch/
Спартак: Кровь и песок (2010 - 2013),"боевик, приключения, исторический","
«Спартак: Кровь и песок» — исторический многосерийный боевик, выпущенный телеканалом Starz в 2010 году. Действие разворачивается в прошлом, две тысячи лет назад, когда Римская империя захватила власть практически на всем континенте. После того, как союзники обрекли фракийцев на рабское существование, доблестный воин Спартак оказался разлучен с женой. Его обрекают на кровопролитные схватки против других гладиаторов. На глазах у ликующей толпы раб вынужден проливать литры крови.
",https://www.kinoafisha.info/series/spartacus/
Хроники Шаннары (2016 - 2017),"драма, приключения, фэнтези","
В фантастическом сериале «Хроники Шаннары» события развиваются в далеком будущем. В результате кровопролитных сражений Северная Америка разделилась на несколько частей. В одной из них живут эльфы, в другой – тролли, в третьей – дворфы, а обитателями последней из частей являются представители рода человеческого. Главными героями здесь являются потомки древнего рода эльфов, который назывался Шаннара. На долю этих существ выпало немало испытаний. Именно они держат ответ за будущее планеты.
",https://www.kinoafisha.info/series/the-shannara-chronicles/
Романовы (2013 - 2013),"исторический, документальный","
«Романовы» — документальная драма об истории России. Ленту сняли к 400-летию рода Романовых, царствовавшего в самой большой стране мира. В этих восьми сериях создатели объединили игровое кино и известные факты. Режиссерская задумка — рассказ о жизни каждого из государей. Исторические события, близкое окружение, политическая обстановка — все, к чему прикасался правитель. Авторы сериала анализируют эпоху и заставляют задуматься: справились ли монархи с ношей, которая им досталась?
 
",https://www.kinoafisha.info/series/romanovy/
Кости (2005 - 2017),"драма, криминал","
Темперанс Бреннан – антрополог, привыкшая работать одна. Совсем скоро у героини появляется неожиданный коллега в лице целеустремленного агента ФБР Сили Бута. Обычно команда Бреннан занимается делами, в которых от жертв остаются одни кости. Бут должен помочь группе разобраться с нераскрытыми делами. Но останки людей не единственное, с чем придется иметь дело героям сериала. Во время расследований преступлений Бут и Бреннан также ждет встреча с местной системой и коррупцией.
",https://www.kinoafisha.info/series/bones/
Спартак: Боги арены (2011 - 2011),"боевик, приключения","
Спартак: Боги арены – американский мини-сериал, являющийся приквелом сериала «Спартак». События «Богов арены» разворачиваются за несколько лет до появления в Капуе легендарного Спартака – будущего чемпиона и предводителя восстания рабов. Пока же на арене царствует гладиатор Ганник, принадлежащий дому Батиата. Глава семейства Тит Лентулий Батиат отправляется на Сицилию, предоставив своему сыну возможность взять бразды правления в свои руки и проявить себя. Гордый и амбициозный Квинт Батиат ищет дружбы с самыми влиятельными людьми Капуи и Рима, чтобы подняться в обществе и построить политическую карьеру. Своему мужу во всем помогает умная и расчётливая жена – Лукреция. Ради славы своего дома Батиат готов пойти на что угодно, он устраивает грандиозные празднества для потенциальных союзников и учиняет кровавые расправы над конкурентами и предателями. Также он неустанно находится в поиске талантливых бойцов – и скоро конкуренцию самым сильным гладиаторам лудуса готов составить вчерашний новичок Крикс. Батиату удается обеспечить своим бойцам место на арене в грядущих играх. Однако у него полно соперников, и главный из них, Туллий, во что бы то ни стало хочет отнять у Квинта его лучшего гладиатора – Ганника.
",https://www.kinoafisha.info/series/spartacus-gods-of-the-arena/
Фея тяжелой атлетики (2016 - 2017),"драма, мелодрама, спорт","
«Фея тяжёлой атлетики» — это сериал о буднях студентов спортивного университета. Штангистка Бок Чжу делает большие успехи на соревнованиях, однако в любви ей совершенно не везет. Мускулы не добавляют женственности, а окружающие с издевкой намекают на излишние килограммы. Однажды девушка влюбляется во врача Чон Чжэ И, который заведует собственной клиникой по коррекции фигуры. Она записывается на прием, вот только тренер планирует повысить ее весовую категорию...
",https://www.kinoafisha.info/series/weightlifting-fairy-kim-bok-joo/
Гримм (2011 - 2017),"драма, криминал, мистика","
«Гримм» — это мрачный фэнтези-сериал, снятый по мотивам знакомых нам с детства сказок. Его герои так или иначе связаны с немецким фольклором: магические существа, придуманные братьями Гримм, появляются на экране в обличиях простых людей. Они совершают обычные преступления, но с потусторонними мотивами. Главный герой — полицейский Ник Беркхардт — выясняет, что принадлежит к очень старому роду, который с момента своего создания занимался ловлей и уничтожением этих существ…
",https://www.kinoafisha.info/series/grimm/
Молодой Морс (2013 - …),"драма, криминал, детектив","
«Молодой Морс» — британский сериал, повествующий о молодости культового персонажа детективов. «Инспектор Морс» вышел на телеэкраны в 1980-х и продолжался 12 сезонов. За эти годы он обзавелся многочисленными фанатами, которые мечтали узнать о ранних годах биографии знаменитого сыщика. Мы знакомимся с началом карьеры Эндевора. Совсем молодой полицейский, который только попал в участок, благодаря своему интеллекту распутывает ряд сложных дел. Он быстро обращает на себя внимание начальника Фреда Тьюсдэя, готового обучать новичка всем секретам профессии.
",https://www.kinoafisha.info/series/endeavour/
Параллельные миры (2016 - 2016),"драма, мелодрама, триллер","
«Параллельные миры» — это фантастический сериал о взаимоотношениях врача и героя знаменитого комикса о мести, чьи судьбы оказываются меж двух измерений. Отец О Ен Чжу, автор популярной истории о бывшем спортсмене, таинственным образом исчезает прямо накануне выхода завершающей главы. В ходе его поисков девушку неожиданно затягивает в нарисованною вселенную. Там она случайно спасает центрального персонажа по имени Кан-чхоль от неминуемой гибели.
",https://www.kinoafisha.info/series/w/
Корейская одиссея (2017 - 2018),"комедия, фэнтези, мелодрама","
«Корейская одиссея» — это фантастический сериал о злых духах, жестоких божествах и земной девушке с необычным даром. Сон Ми с самого рождения может видеть призраков, из-за чего ей приходится очень нелегко. Сделка с хитрым чародеем оборачивается несчастьем для доброй девочки, когда она освобождает из заточения коварного бога О Гона. Повзрослевшая героиня зарабатывает с помощью своей сверхспособности, однако в ее жизни снова появляются старые знакомые из другого мира.
",https://www.kinoafisha.info/series/a-korean-odyssey/
Офис (2005 - 2013),комедия,"

«Офис» — американский ситком, повествующий о буднях сотрудников компании «Дандер Миффлин». Клерки регионального филиала из Скрентона специализируются на поставке бумажной продукции. Эксцентричный босс Майкл Скотт регулярно нагружает их дополнительной работой, попутно пытаясь поддерживать высокий командный дух противоречивыми способами. Однажды сюда поступает временный служащий Райан Ховард, который становится невольным свидетелем творящегося хаоса.
",https://www.kinoafisha.info/series/the-office-us/
Радио «Романтика» (2018 - 2018),"драма, мелодрама","
«Радио «Романтика» — это сериал о взаимоотношениях вновь воссоединившихся друзей юности. Сон Гы Рим с детства грезила о работе на станции из-за слепоты ее матери. Повзрослевшей героине удается воплотить мечту в реальность, однако ее программа оказывается на грани закрытия из-за маленького количества слушателей. Начальник сообщает, что изменит решение, если девушке удастся пригласить вести эфиры популярного и заносчивого актера Чхи Су Хо.
",https://www.kinoafisha.info/series/radio-romance/
Я не робот (2017 - 2017),"драма, мелодрама, фантастика","
«Я не робот» — это комедийный сериал о первой влюбленности заносчивого затворника. Ким Мин Гю с детства страдает от необычной аллергии на людей, и поэтому уже долгие годы живет в полной изоляции. Современные технологии заменяют ему общение, и молодой человек становится успешным бизнесменом. Однажды он инвестирует в проект специалиста в области искусственного интеллекта и решает лично протестировать новое изобретение. Однако ученый вместо андроида отправляет парню домой свою бывшую девушку Чжи А...
",https://www.kinoafisha.info/series/im-not-a-robot/
Клиника (2001 - 2010),"драма, комедия","
«Клиника» — популярный американский ситком о внутренней кухне обычной клиники и жизни молодых врачей. Главный герой Джон Дориан мечтает спасать жизни и дружить с каждым пациентом, а его лучший друг Терк становится хирургом и видит в своих пациентах только медкарты. В первый же день они знакомятся с Эллиот, закомплексованной и нервной девушкой, к которой у Джея Ди сразу появляются чувства. В то же время в клинике есть гениальный доктор Кокс, у которого проблемы с управлением гневом, и главный врач Келсо, которого заботит только наличие страховки у поступающих на лечение. Все вместе они спасают жизни, расстраиваются, когда теряют пациентов, и пытаются устроить свою личную жизнь. 
",https://www.kinoafisha.info/series/scrubs/
Как избежать наказания за убийство (2014 - 2020),"драма, триллер","
В сериале «Как избежать наказания за убийство» выдающаяся, харизматичная и соблазнительная профессор уголовного права Аннализ Китинг сближается с четырьмя студентами-юристами, которые посещают ее занятие «Как избежать наказания за убийство». Однако студенты еще не могут представить, что им придется вскоре применять изученное на практике. Все это — в блестяще снятом, сексуальном, держащем в напряжении юридическом триллере.
",https://www.kinoafisha.info/series/how-to-get-away-with-murder/
Туннель (2013 - 2017),"драма, криминал, триллер","
«Туннель» — европейский сериал, производством которого занимались Британия и Франция. Данное шоу является очередной адаптацией культового шведского сериала «Мост». Сюжет разворачивается вокруг Евротоннеля, соединяющего две страны. Именно там было обнаружено «тело». Верхняя часть принадлежит известной политической активистке из Парижа, а нижняя – британской проститутке. Расследованием убийства занимаются представители сразу двух государств. Вместе им предстоит не только найти убийцу, но и раскрыть его чудовищные мотивы.
",https://www.kinoafisha.info/series/the-tunnel/
Любовь в лунном свете (2016 - 2016),"комедия, мелодрама, исторический","
«Любовь в лунном свете» — это сериал о непростых взаимоотношениях наследного принца и его верного слуги. Из-за страшного пророчества приемный отец Ра Он вынужден с детства воспитывать дочку как мальчика. Благодаря поэтическому таланту повзрослевшая девушка зарабатывает на письмах молодых дворян к их объектам воздыхания. Однажды судьба сводит ее с наследником престола Ли Еном, а долги заставляют поступить на дворцовую службу в качестве евнуха.
",https://www.kinoafisha.info/series/moonlight-drawn-by-clouds/
Американская история преступлений (2016 - …),"драма, криминал","
Сериал «Американская история преступлений» — красочная антология криминальных дел, всколыхнувших в недавнем прошлом не только США, но и весь мир. Каждый сезон — самостоятельная история, в которой замешаны звезды спорта, шоу-бизнеса и политики. Скрупулезная полицейская работа, судебные разбирательства, шумиха в СМИ — все эти стороны найдут отражение в эффектном шоу. Многие из этих имен до сих пор на слуху, в том числе и в России. 
",https://www.kinoafisha.info/series/american-crime-story/
Дрянь (2016 - 2019),"драма, комедия","

Драмеди о современной молодой женщине из Лондона. Она неразборчива в связях, пытается как-то вести свой бизнес — маленькое кафе с живыми хомячками и общаться со своей семьей. Девушка живет в мире феминизма, постоянного страха из-за возможного рака груди и внезапных месячных. Секс становится для нее практически единственным способом сбежать от реальности, а все остальное может подождать.

Моноспектакль сценаристки и актрисы Фиби Уоллер-Бридж как дневник человека, который недавно потерял близкого друга и пытается склеить себя по частям.
",https://www.kinoafisha.info/series/fleabag/
Побег (2005 - 2017),"драма, криминал, триллер","
Линкольн Барроуз находится в тюрьме за убийство, которого не совершал. В этом убежден его брат Майкл, который пытается найти способ спасти его жизнь. Он принимает решение попасть в ту же тюрьму и вызволить их наружу с помощью собственных знаний. Когда-то именно Майкл спроектировал это неприступное сооружение. Параллельно попытками вызволить Линкольна занимается адвокат и его девушка Вероника Донован. Расследование, проведенное агентом спецслужб Полом Келлерманом, допускает вероятность национального заговора.
",https://www.kinoafisha.info/series/prison-break/
Бруклин 9-9 (2013 - …),"комедия, боевик, криминал","
В основе сюжета сериала «Бруклин 9-9» — история ежедневной работы участка полицейского управления одноименного названия, в котором собран букет нестандартных и уникальных сотрудников. События разворачиваются вокруг одного не совсем ответственного, но явно талантливого детектива Джейка Перальты. Своеобразное поведение сходит ему с рук, ведь у него самый лучший показатель по арестам, но такой подход к работе не совсем по душе новому капитану участка Рэймонду Холту.
",https://www.kinoafisha.info/series/brooklyn-nine-nine/
Прорвёмся (2017 - 2017),"драма, мелодрама","
«Прорвёмся» — это сериал о компании друзей детства и их непростом пути к профессиональному успеху. Дон Ман когда-то был многообещающим спортсменом, однако теперь вынужден работать специалистом по травле насекомых. Бойкая Э Ра прозябает у стойки в торговом центре вместо кресла телеведущей новостей. Их приятель Чжу Ман пытается получить повышение и уже несколько лет встречается с Соль Хи, которая мечтает о замужестве и материнстве.
",https://www.kinoafisha.info/series/fight-for-my-way/
Родина (2011 - 2020),"драма, триллер","
Выдающийся драматический сериал, обладатель шести статуэток «Эмми» рассказывает сложную, полную интриг историю о работе ЦРУ. Сержант и бывший пленный Николас Броуди — одновременно заслуженный национальный герой США и настоящая угроза. Агент ЦРУ Кэрри Мэтисон — профессионал в своем деле, несмотря на биполярное расстройство и постоянное употребление нейролептиков. В основе этого триллера оказываются два сложных персонажа, общение которых построено на лжи, подозрении и запретных желаниях.
",https://www.kinoafisha.info/series/homeland/
Родина (2011 - 2020),"драма, триллер","
Выдающийся драматический сериал, обладатель шести статуэток «Эмми» рассказывает сложную, полную интриг историю о работе ЦРУ. Сержант и бывший пленный Николас Броуди — одновременно заслуженный национальный герой США и настоящая угроза. Агент ЦРУ Кэрри Мэтисон — профессионал в своем деле, несмотря на биполярное расстройство и постоянное употребление нейролептиков. В основе этого триллера оказываются два сложных персонажа, общение которых построено на лжи, подозрении и запретных желаниях.
",https://www.kinoafisha.info/series/homeland/
Прорвёмся (2017 - 2017),"драма, мелодрама","
«Прорвёмся» — это сериал о компании друзей детства и их непростом пути к профессиональному успеху. Дон Ман когда-то был многообещающим спортсменом, однако теперь вынужден работать специалистом по травле насекомых. Бойкая Э Ра прозябает у стойки в торговом центре вместо кресла телеведущей новостей. Их приятель Чжу Ман пытается получить повышение и уже несколько лет встречается с Соль Хи, которая мечтает о замужестве и материнстве.
",https://www.kinoafisha.info/series/fight-for-my-way/
Молокососы (2007 - 2013),"драма, комедия","
Это драматическая история о подростках, которые спасаются от проблем в мире секса и сумасшедших вечеринок. У детей современной Великобритании уйма характерных проблемам и радостей. Как и многие их сверстники, они сталкиваются с возрастными проблемами, формированием личности и неприятием со стороны окружающих. Половые связи, запрещенные вещества, вечеринки и вызов обществу. Главные герои отказываются действовать по социальным правилам и соблюдать порядок.
",https://www.kinoafisha.info/series/skins/
Гриффины (1999 - …),"комедия, семейный","
Американский мультипликационный сериал «Гриффины» – это история о среднестатистической семье, которая состоит из родителей, Питера и Лоис, их отпрысков – Криса, Мэг и Стьюи, и Брайана – антропоморфной собаки. События разворачиваются в выдуманном городе, расположенном в штате Род-Айленд. Семейку Гриффинов нельзя назвать благополучной. В каждой серии герои сталкиваются с актуальными проблемами, связанными с социальным неравенством, феминизмом, отношением к людям с ограниченными возможностями и многими другими.
",https://www.kinoafisha.info/series/family-guy/
Форс-мажоры (2011 - 2019),драма,"
Корпоративная драма про «белых воротничков» в самом центре Манхэттена. Майк Росс, исключенный из колледжа и зарабатывающий тем, что сдает за других экзамены по праву, внезапно попадает в одну из самых престижных юридических фирм. Туда принимают только студентов Гарварда, поэтому он не сразу понимает, как там оказался. Просто одному из лучших корпоративных юристов очень был необходим необычный помощник.
",https://www.kinoafisha.info/series/suits/
Легенда о Корре (2012 - 2014),"боевик, приключения, фэнтези","
«Легенда о Корре» — многосерийное анимационное шоу, вдохновленное восточными культурами. По замыслу создателей сериала, «Легенда о Корре» – прямое продолжение истории Аанга. Сюжет разворачивается в вымышленной вселенной Аанга, где проживают особенные люди, способные управлять природными стихиями. В этом мире существует лишь один живой человек, способный контролировать абсолютно все стихии, и это Аватар. Он держит в руках гармонию окружающего мира. По ходу развития событий становится понятно, что воительница по имени Корра является перерождением Аанга. Как и у ее предшественника, у нее есть своя судьбоносная миссия.
",https://www.kinoafisha.info/series/the-legend-of-korra/
